que_es_ibm_volunteers;¿Qué es IBM Volunteers?;IBM Volunteers es la iniciativa de voluntariado global de IBM que apoya a los miembros de IBM y a las escuelas y organizaciones comunitarias donde sirven. El programa se lanzó en 2003 y atrae a empleados y jubilados de todo el mundo que acceden a los recursos, las oportunidades de voluntariado y las subvenciones del programa. A través de IBM Volunteers, IBM puede contribuir con su experiencia y tecnología para construir y mantener comunidades sólidas. Esto se logra aprovechando el éxito y los activos del programa galardonado de IBM, como los kits de actividades, las historias de éxito y las guías de aprendizaje, que son elementos centrales de esta iniciativa. Estos recursos se han mejorado y se han desarrollado nuevos recursos para satisfacer específicamente las necesidades y demandas cambiantes de las comunidades en todo el mundo. Más que una simple iniciativa de voluntariado, IBM Volunteers es un esfuerzo centrado y coordinado destinado a ayudar a los voluntarios de IBM a proporcionar soluciones y asistencia de alta calidad a sus comunidades. Los empleados y jubilados de IBM pueden ofrecerse como voluntarios de IBM, con los recursos de la empresa detrás de ellos. Al hacerlo, llaman la atención sobre los atributos básicos de la marca de innovación, experiencia y confianza de la empresa.
recursos_ibm_volunteers;¿Qué recursos se proporcionan en línea como parte de IBM Volunteers?;IBM Volunteers proporciona una amplia gama de materiales de formación, historias, noticias y anuncios, y recursos para ayudar a los empleados y jubilados de IBM a convertirse en voluntarios más eficaces e informados. Las ofertas en el sitio de IBM Volunteers incluyen materiales que se pueden utilizar en escuelas, en organizaciones comunitarias u ONG, o en ambos.
logros_ibm;¿Qué espera lograr IBM con esta iniciativa?;IBM Volunteers responde a las necesidades y la diversidad de la comunidad y, con la participación de empleados y jubilados, contribuye a ayudar al mundo a trabajar mejor. Los voluntarios de IBM pueden aportar sus propias habilidades y pasiones a sus comunidades y aplicar la innovación para ayudar a resolver problemas. y construir un planeta más inteligente. IBM Volunteers se basa en la tradición de IBM como una gran empresa. Se basa en una herencia formada durante los días de ambos Watsons y perfeccionada durante los siguientes 100 años de la empresa.
mas_info_sobre_ibm_volunteers;¿Cómo puedo obtener más información acerca de IBM Volunteers?;IBM.org proporciona información detallada sobre la iniciativa IBM Volunteers y sus programas. Si tiene preguntas adicionales que no se tratan en IBM.org, comuníquese con su IBM Corporate Social Responsibility Manager ingresando a https://www.ibm.org/find-local-contact
info_a_org_sobre_ibm_volunteers;¿Cómo se enteran las organizaciones sin fines de lucro y las escuelas sobre IBM Volunteers?;"Las noticias sobre IBM Volunteers se comparten a través de comunicaciones corporativas y locales, incluidos los medios de comunicación social como Good Tech IBM y Twitter, y a través de los propios voluntarios y destinatarios de la comunidad. Se ha creado una hoja informativa que describe a los Voluntarios de IBM para distribución externa para que los voluntarios la impriman y la proporcionen a la organización sin fines de lucro o la escuela donde trabajan. Esta hoja de datos está disponible en IBM Volunteering & Giving Portal en ""Your IBM CSR Journey""."
traducciones_ibm_volunteers;¿Los materiales de IBM Volunteers están traducidos a otros idiomas?;Las versiones locales de los kits de actividades y los materiales seleccionados están disponibles en muchos idiomas. El número y la variedad de kits de actividades que se traducen sigue aumentando cada año.
medicion_exito_ibm_volunteers;¿Cómo se ha medido el éxito de IBM Volunteers?;"El objetivo de esta iniciativa fue contar con una amplia participación de todos los empleados, incluidos los ejecutivos. El objetivo inicial de 25.000 participantes en los dos primeros años se superó en un 100%, con más de 50.000 registrados en solo dos años. La participación y el esfuerzo de los voluntarios se midieron inicialmente estadísticamente en términos de la cantidad de empleados que participan por organización y geografía de IBM, su número acumulado de horas de voluntariado y su uso de diversas herramientas. Un año después del lanzamiento, los jubilados de IBM obtuvieron acceso a IBM Volunteers y, por lo tanto, se incluyeron en las mediciones. En 2005, IBM pidió a la Fundación Points of Light que evaluara el impacto del programa en las escuelas y organizaciones sin fines de lucro donde trabajaban los voluntarios de IBM y utilizaban las soluciones de Voluntarios de IBM. El esfuerzo de evaluación formal concluyó que IBM Volunteers no tenía igual entre los programas de voluntariado corporativo. La evaluación continua incluye el seguimiento de los números de participación y las horas de voluntariado agregadas; uso de soluciones y herramientas; visibilidad de los medios; reconocimiento público y líder de opinión; y monitorear el impacto en las personas y organizaciones que reciben servicios, cuando estén disponibles. Las mejoras en su operación, servicios, experiencia y capacidad se han documentado a través de historias de éxito y testimonios de voluntarios. Otras áreas de enfoque incluyen el reconocimiento que IBM recibe de las escuelas y los líderes comunitarios: premios formales, clasificaciones de empresas publicadas y testimonios informales."
oportunidades_ibm_volunteers;¿Qué oportunidades de voluntariado hay disponibles?;Esto no está predeterminado, porque IBM Volunteers está diseñado para preparar a los empleados de IBM para que hagan suyo el voluntariado, aplicando sus habilidades profesionales a las necesidades locales en apoyo de las escuelas de sus comunidades y las organizaciones sin fines de lucro. IBM Volunteers brinda soporte a través de capacitación para líderes de servicio y herramientas en línea disponibles para planificar y administrar oportunidades, ya sean eventos de un solo día o compromisos continuos. Su biblioteca existente de kits de actividades para voluntarios puede proporcionar la base para oportunidades de servicio o inspirar nuevas. Nuestro objetivo es ayudar a crear opciones para cualquier persona, en cualquier lugar, que desee participar, y IBM Volunteers proporciona una plataforma establecida para que esto suceda. Aquí hay dos ejemplos de cómo podrían funcionar las oportunidades de servicio: Un líder de servicio inicia una oportunidad relacionada con la calidad del agua. El Consejo de Servicio local se basa en esto mediante la participación de organizaciones comunitarias adicionales y una agencia gubernamental que tiene misiones compatibles. El compromiso dura varios meses y depende de los voluntarios de IBM para organizar reuniones comunitarias y planificar actividades de limpieza en las vías fluviales locales. Culmina cuando 300 IBMers participan en actividades relacionadas. Otros IBMers locales emprenden proyectos no relacionados ese día, individualmente y en equipos, y todos informan sobre su servicio comunitario a través de IBM Volunteers. Esa noche, IBM y sus agencias asociadas realizan una celebración para agradecer a los voluntarios y compartir los logros con los medios de comunicación locales. El equipo de IBM de Country X trabaja con un socio regional para identificar y desarrollar una oportunidad replicable que pueda acomodar a miles de participantes de IBM: aproximadamente 100 Días de la Ciencia prácticos de un día en toda la región, para estudiantes de 10 a 14 años. Un miembro del equipo trabaja con el socio y sus afiliados para planificar las oportunidades, mientras que otros trabajan con los líderes de servicio dentro de IBM para coordinar a los voluntarios. Los voluntarios utilizan los kits de actividades para dirigir demostraciones y actividades.
formas_de_ser_ibm_volunteers;¿Cuáles son las diferentes formas en que puedo ser voluntario?;Hay diferentes tipos de proyectos de voluntariado. A continuación se muestran algunos ejemplos: Los proyectos conjuntos de clientes o socios comerciales son proyectos que mejoran las relaciones con los socios comerciales y los clientes de IBM al identificar y respaldar mutuamente los proyectos de servicios locales. Estos proyectos proporcionarán beneficios a la comunidad y una oportunidad para que el cliente y los equipos de IBM trabajen en colaboración. Los proyectos de equipos de socios nacionales / regionales son proyectos creados por organizaciones asociadas nacionales / regionales en colaboración con el enlace de RSE. El socio desarrolla el marco y las oportunidades y los entrega a los capítulos / organizaciones locales de la región o el país para proyectos de un solo equipo a gran escala basados ??en habilidades. Los Proyectos de Expansión del Programa de IBM son proyectos desarrollados a partir de la mejora de los programas patrocinados por IBM (es decir, la Semana de los Ingenieros), campamentos de tecnología, grupos de redes de diversidad, etc.). El patrocinador del programa también proporcionará nuevos aportes y / o ideas para ideas adicionales para proyectos de servicio basados ??en habilidades individuales o en equipo.  Los proyectos de voluntariado virtual son proyectos ejecutados por equipos, que utilizan tecnologías de colaboración para compartir las habilidades de los empleados de IBM de forma remota con un socio de la comunidad. Los equipos proporcionarán liderazgo y experiencia para identificar una necesidad y completar un proyecto.  Los proyectos en equipo son proyectos ejecutados por equipos, generalmente en la ubicación de un socio de la comunidad local. Los equipos proporcionarán liderazgo y experiencia para identificar la necesidad y completar un proyecto. A través de esta oportunidad, los empleados de IBM crearán conciencia sobre los problemas sociales locales y las formas de participar. Los proyectos individuales son proyectos para que las personas apoyen un esfuerzo voluntario de su elección. Idealmente, los proyectos se basan en habilidades y probablemente se realicen localmente con un socio de la comunidad.
redes_sociales_ibm_volunteers;¿Puedo usar sitios como Facebook, Instagram y Twitter para promover mi trabajo de voluntariado?;Las redes sociales son excelentes formas de invitar a otros a unirse a usted en oportunidades de voluntariado. También puede encontrar sugerencias para usar herramientas de redes sociales y sitios web, incluido un directorio de hashtags. Asegúrese de seguir a IBMorg en Twitter y leer las últimas historias inspiradoras de voluntarios y el impacto de los miembros de IBM en todo el mundo.
